account_id,acct_creation_date,statement_frequency,account_district,num_customers,credit_cards,loan_date,loan_amount,loan_payment,loan_term,loan_status,loan_default,max_withdrawal,min_withdrawal,max_balance,min_balance,credit_bank_transfer_other_txn_ct,credit_bank_transfer_other_txn_tot,credit_bank_transfer_other_avg_txn,credit_cash_other_txn_ct,credit_cash_other_txn_tot,credit_cash_other_avg_txn,credit_other_interest_credit_txn_ct,credit_other_interest_credit_txn_tot,credit_other_interest_credit_avg_txn,debit_bank_transfer_household_payment_txn_ct,debit_bank_transfer_household_payment_txn_tot,debit_bank_transfer_household_payment_avg_txn,debit_cash_statement_charge_txn_ct,debit_cash_statement_charge_txn_tot,debit_cash_statement_charge_avg_txn,debit_cash_other_txn_ct,debit_cash_other_txn_tot,debit_cash_other_avg_txn,debit_bank_transfer_loan_payment_txn_ct,debit_bank_transfer_loan_payment_txn_tot,debit_bank_transfer_loan_payment_avg_txn,debit_bank_transfer_insurance_payment_txn_ct,debit_bank_transfer_insurance_payment_txn_tot,debit_bank_transfer_insurance_payment_avg_txn,debit_bank_transfer_other_txn_ct,debit_bank_transfer_other_txn_tot,debit_bank_transfer_other_avg_txn,credit_bank_transfer_pension_benefit_txn_ct,credit_bank_transfer_pension_benefit_txn_tot,credit_bank_transfer_pension_benefit_avg_txn,debit_credit_card_other_txn_ct,debit_credit_card_other_txn_tot,debit_credit_card_other_avg_txn,debit_cash_household_payment_txn_ct,debit_cash_household_payment_txn_tot,debit_cash_household_payment_avg_txn,debit_cash_negative_balance_charge_txn_ct,debit_cash_negative_balance_charge_txn_tot,debit_cash_negative_balance_charge_avg_txn,debit_cash_insurance_payment_txn_ct,debit_cash_insurance_payment_txn_tot,debit_cash_insurance_payment_avg_txn,pmt_order_ct,pmt_order_avg_amt,owner_client_id,gender,birth_date,owner_district
2914,1996-09-08,monthly,Kladno,1,,,,,,,,11400,15,47089,300,0,0,0,39,272212,6979.794871794872,28,3714,132.64285714285714,24,43728,1822,23,345,15,36,114100,3169.4444444444443,0,0,0,0,0,0,23,77441,3367,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2594.5,3521,M,1964-07-20,Kladno
2915,1993-07-23,monthly,Hodonin,1,,,,,,,,86400,15,137319,500,65,3382796,52043.015384615384,5,17600,3520,65,17220,264.9230769230769,0,0,0,60,900,15,184,3337979,18141.190217391304,0,0,0,0,0,0,0,0,0,0,0,0,5,12900,2580,0,0,0,0,0,0,0,0,0,,,3522,M,1963-02-02,Hodonin
2916,1996-12-03,monthly,Kutna Hora,1,,,,,,,,11500,2,54819,1000,0,0,0,29,360200,12420.689655172413,25,3804,152.16,21,44016,2096,20,300,15,41,189600,4624.390243902439,0,0,0,21,76230,3630,42,13377,318.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,1590.75,3523,M,1964-04-29,Kutna Hora
2917,1996-08-08,monthly,Frydek - Mistek,1,,,,,,,,32700,15,59643,300,0,0,0,31,526840,16994.83870967742,28,3889,138.89285714285714,23,141611,6157,23,345,15,42,341820,8138.571428571428,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,6157,3524,F,1945-11-20,Frydek - Mistek
2919,1995-05-10,monthly,Vsetin,1,,,,,,,,15000,15,51633,200,0,0,0,47,675528,14372.936170212766,44,4675,106.25,39,285909,7331,39,585,15,69,363420,5266.95652173913,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,7331,3527,M,1978-08-11,Vsetin
2920,1997-11-13,monthly,Opava,1,,,,,,,,24700,15,62936,200,0,0,0,14,319738,22838.428571428572,13,1707,131.30769230769232,9,49437,5493,8,120,15,17,238820,14048.235294117647,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,5493,3528,F,1970-10-06,Opava
2921,1996-09-21,monthly,Brno - mesto,1,,,,,,,,19100,15,49010,500,0,0,0,32,420909,13153.40625,27,3161,117.07407407407408,22,149534,6797,22,330,15,44,244500,5556.818181818182,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,6797,3529,M,1973-03-15,Brno - mesto
2922,1994-06-06,monthly,Jindrichuv Hradec,1,,,,,,,,57900,15,141166,200,0,0,0,68,1657214,24370.79411764706,54,9877,182.90740740740742,0,0,0,52,780,15,102,1647538,16152.333333333334,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,3530,F,1971-09-18,Jindrichuv Hradec
2923,1995-01-10,monthly,Hradec Kralove,1,,,,,,,,3800,15,27076,500,0,0,0,1,500,500,43,3154,73.34883720930233,43,119798,2786,42,630,15,40,64400,1610,0,0,0,0,0,0,0,0,0,47,196413,4179,0,0,0,0,0,0,0,0,0,0,0,0,1,2786,3531,M,1920-06-14,Hradec Kralove
2924,1994-10-16,monthly,Breclav,1,,,,,,,,27500,15,53301,700,0,0,0,53,585271,11042.849056603774,49,7706,157.26530612244898,0,0,0,45,675,15,96,557700,5809.375,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,3532,M,1935-02-24,Breclav
2925,1993-01-10,monthly,Hl.m. Praha,1,,,,,,,,16700,15,41716,1000,0,0,0,89,541988,6089.752808988764,72,7578,105.25,68,292196,4297,67,1005,15,89,223700,2513.483146067416,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4297,3533,F,1963-12-01,Hl.m. Praha
2926,1993-01-14,monthly,Svitavy,1,,,,,,,,30880,15,62464,600,0,0,0,82,861568,10506.926829268292,71,11292,159.04225352112675,67,90316,1348,66,990,15,134,560200,4180.5970149253735,0,0,0,67,58156,868,133,118971,894.5187969924812,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,1002,3534,F,1971-03-21,Svitavy
2927,1997-08-04,monthly,Litomerice,1,,,,,,,,53300,15,113126,300,0,0,0,15,257685,17179,15,3439,229.26666666666668,0,0,0,4,60,15,17,221217,13012.764705882353,0,0,0,0,0,0,0,0,0,0,0,0,2,4400,2200,0,0,0,0,0,0,0,0,0,1,2025,3535,M,1973-05-12,Litomerice
2928,1993-12-14,monthly,Brno - venkov,1,,,,,,,,12000,15,33666,500,0,0,0,1,500,500,56,5751,102.69642857142857,55,196130,3566,55,825,15,49,114520,2337.1428571428573,0,0,0,0,0,0,0,0,0,60,331860,5531,0,0,0,0,0,0,0,0,0,0,0,0,1,3566,3536,M,1922-08-20,Brno - venkov
2929,1996-04-06,monthly,Trutnov,1,,,,,,,,37600,15,123165,400,32,1280402,40012.5625,4,10600,2650,32,8545,267.03125,28,6328,226,27,405,15,75,892581,11901.08,0,0,0,0,0,0,28,330092,11789,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,5224.433333333333,3537,M,1946-04-16,Trutnov
2930,1996-08-24,monthly,Hl.m. Praha,1,,,,,,,,64700,15,148231,900,0,0,0,54,1229789,22773.87037037037,28,7141,255.03571428571428,25,300800,12032,24,360,15,49,849920,17345.30612244898,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,12032,3538,F,1944-05-02,Hl.m. Praha
2931,1995-05-04,monthly,Liberec,1,,,,,,,,4250,15,27352,500,0,0,0,1,500,500,44,3276,74.45454545454545,39,112476,2884,39,585,15,35,54710,1563.142857142857,0,0,0,0,0,0,0,0,0,44,190344,4326,0,0,0,0,0,0,0,0,0,0,0,0,1,2884,3539,M,1920-08-31,Liberec
2932,1993-05-04,monthly,Olomouc,2,,,,,,,,64200,4,146481,500,0,0,0,111,2807362,25291.54954954955,68,14015,206.10294117647058,65,319800,4920,65,975,15,151,2464245,16319.503311258279,0,0,0,65,260,4,130,2145,16.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,1723.06,,,,
2933,1993-06-18,monthly,Praha - vychod,2,,1994-05-17,272520,4542,60,current,FALSE,62800,15,175151,1100,0,0,0,110,2512494,22840.854545454546,67,12485,186.34328358208955,65,383955,5907,64,960,15,112,1859228,16600.25,55,249810,4542,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,5224.5,3542,M,1939-09-02,Praha - vychod
2934,1996-10-08,monthly,Hl.m. Praha,1,,,,,,,,60800,15,133278,1000,0,0,0,44,992537,22557.659090909092,27,6386,236.5185185185185,0,0,0,23,345,15,50,892411,17848.22,0,0,0,0,0,0,0,0,0,0,0,0,8,21600,2700,0,0,0,0,0,0,0,0,0,,,3544,F,1961-08-15,Hl.m. Praha
2935,1995-05-15,monthly,Frydek - Mistek,1,,,,,,,,4290,15,22224,200,43,135450,3150,1,200,200,39,2680,68.71794871794872,39,81900,2100,38,570,15,43,36330,844.8837209302326,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2100,3545,M,1966-11-01,Frydek - Mistek
2936,1996-03-27,monthly,Beroun,1,,1998-01-20,504000,8400,60,current,FALSE,10400,15,59151,200,0,0,0,62,449053,7242.790322580645,33,3415,103.48484848484848,29,123163,4247,28,420,15,36,191240,5312.222222222223,11,92400,8400,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,6323.5,3546,M,1971-02-28,Beroun
2937,1997-02-25,monthly,Hl.m. Praha,1,,,,,,,,4600,15,25025,800,0,0,0,1,800,800,18,1030,57.22222222222222,17,54910,3230,17,255,15,16,41010,2563.125,0,0,0,0,0,0,0,0,0,22,106590,4845,0,0,0,0,0,0,0,0,0,0,0,0,1,3230,3547,F,1924-03-15,Hl.m. Praha
2938,1993-08-04,monthly,Hl.m. Praha,1,,,,,,,,64400,15,147593,400,0,0,0,129,3123155,24210.503875968992,65,15059,231.6769230769231,62,123752,1996,62,930,15,127,2402503,18917.346456692914,0,0,0,62,418996,6758,62,141856,2288,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3675.075,3548,M,1975-05-03,Hl.m. Praha
2939,1997-06-28,monthly,Kolin,1,,,,,,,,6000,15,29212,200,0,0,0,1,200,200,14,1239,88.5,13,37466,2882,13,195,15,17,45240,2661.176470588235,0,0,0,0,0,0,0,0,0,18,102240,5680,0,0,0,0,0,0,0,0,0,0,0,0,1,2882,3549,F,1937-09-08,Kolin
2940,1993-06-24,monthly,Brno - mesto,1,,,,,,,,64100,15,141487,1000,0,0,0,87,1521399,17487.344827586207,67,9387,140.1044776119403,65,465140,7156,65,975,15,81,1026692,12675.20987654321,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,7156,3550,F,1969-09-14,Brno - mesto
2942,1997-09-24,monthly,Chrudim,1,,,,,,,,6400,15,48605,1100,0,0,0,22,115604,5254.727272727273,15,2206,147.06666666666666,10,24510,2451,10,150,15,13,34520,2655.3846153846152,0,0,0,0,0,0,10,10720,1072,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1761.5,3552,M,1940-11-16,Chrudim
2944,1996-01-11,monthly,Domazlice,2,,,,,,,,37600,15,55855,1000,0,0,0,59,312694,5299.8983050847455,36,4417,122.69444444444444,31,92504,2984,31,465,15,41,158620,3868.7804878048782,0,0,0,0,0,0,31,19065,615,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1799.5,3554,F,1965-12-21,Domazlice
2945,1996-07-11,monthly,Kutna Hora,2,,,,,,,,8300,15,25458,300,0,0,0,1,300,300,26,1938,74.53846153846153,25,46350,1854,24,360,15,39,114180,2927.6923076923076,0,0,0,0,0,0,0,0,0,29,172811,5959,0,0,0,0,0,0,0,0,0,0,0,0,1,1854,3556,M,1927-11-27,Kutna Hora
2946,1996-05-07,monthly,Brno - mesto,1,,,,,,,,4400,15,22065,1100,0,0,0,1,1100,1100,32,1908,59.625,27,72144,2672,27,405,15,25,43610,1744.4,0,0,0,0,0,0,0,0,0,32,128256,4008,0,0,0,0,0,0,0,0,0,0,0,0,1,2672,3558,F,1928-07-01,Brno - mesto
2947,1996-08-09,monthly,Hodonin,2,,,,,,,,4150,15,35569,1000,0,0,0,1,1000,1000,29,2581,89,25,55700,2228,24,360,15,37,70190,1897.027027027027,0,0,0,0,0,0,0,0,0,29,150684,5196,0,0,0,0,0,0,0,0,0,0,0,0,1,2228,3559,F,1939-10-23,Hodonin
2949,1994-10-21,monthly,Hl.m. Praha,2,,,,,,,,13950,15,34839,400,0,0,0,1,400,400,46,4339,94.32608695652173,45,35235,783,45,675,15,84,215460,2565,0,0,0,0,0,0,46,58328,1268,50,320500,6410,0,0,0,0,0,0,0,0,0,0,0,0,2,1025.5,3562,M,1931-04-05,Hl.m. Praha
2950,1996-06-28,monthly,Uherske Hradiste,1,,,,,,,,45120,15,71237,1000,0,0,0,33,652595,19775.60606060606,30,4583,152.76666666666668,26,224978,8653,25,375,15,43,374900,8718.60465116279,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,8653,3564,M,1948-03-23,Uherske Hradiste
2951,1993-09-06,monthly,Chrudim,1,,,,,,,,15600,15,82102,200,0,0,0,66,821442,12446.09090909091,64,12441,194.390625,60,44580,743,59,885,15,119,624080,5244.36974789916,0,0,0,59,27258,462,60,108600,1810,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1005,3565,M,1962-07-29,Chrudim
2952,1997-04-28,monthly,Znojmo,1,,,,,,,,6100,15,29017,900,0,0,0,1,900,900,16,1146,71.625,16,26064,1629,15,225,15,21,46240,2201.904761904762,0,0,0,0,0,0,15,11250,750,20,96660,4833,0,0,0,0,0,0,0,0,0,0,0,0,2,1189.5,3566,F,1932-02-19,Znojmo
2953,1996-09-02,monthly,Hl.m. Praha,1,,,,,,,,12600,15,61414,900,0,0,0,45,227731,5060.688888888889,28,4860,173.57142857142858,24,13920,580,23,345,15,29,87700,3024.137931034483,0,0,0,0,0,0,24,68352,2848,0,0,0,8,14900,1862.5,0,0,0,0,0,0,0,0,0,3,1647.6666666666667,3567,M,1948-03-09,Hl.m. Praha
2954,1997-04-08,monthly,Hl.m. Praha,1,,,,,,,,25300,15,86794,700,0,0,0,22,548033,24910.590909090908,21,4991,237.66666666666666,16,132896,8306,16,240,15,34,328100,9650,0,0,0,0,0,0,0,0,0,0,0,0,2,5000,2500,0,0,0,0,0,0,0,0,0,1,8306,3568,M,1941-01-25,Hl.m. Praha
2955,1996-09-27,monthly,Bruntal,1,,,,,,,,3840,15,30584,900,0,0,0,1,900,900,23,1974,85.82608695652173,23,77878,3386,22,330,15,21,38730,1844.2857142857142,0,0,0,0,0,0,0,0,0,27,137133,5079,0,0,0,0,0,0,0,0,0,0,0,0,1,3386,3569,M,1933-04-09,Bruntal
2956,1997-06-10,monthly,Cesky Krumlov,1,,,,,,,,16400,15,57218,400,0,0,0,23,298471,12977,18,3184,176.88888888888889,13,117546,9042,13,195,15,26,126700,4873.076923076923,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,9042,3570,F,1945-04-27,Cesky Krumlov
2957,1995-07-28,monthly,Klatovy,1,,,,,,,,42400,15,78136,500,0,0,0,44,960854,21837.590909090908,41,7314,178.390243902439,37,171680,4640,36,540,15,83,739180,8905.783132530121,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4640,3571,M,1970-06-17,Klatovy
2958,1993-09-19,monthly,Rychnov nad Kneznou,1,,,,,,,,11400,15,28718,400,0,0,0,1,400,400,59,4427,75.03389830508475,58,189138,3261,58,870,15,63,130270,2067.777777777778,0,0,0,0,0,0,0,0,0,63,331695,5265,0,0,0,0,0,0,0,0,0,0,0,0,1,3261,3572,F,1928-12-18,Rychnov nad Kneznou
2959,1994-02-25,monthly,Mlada Boleslav,1,,,,,,,,62700,15,141814,-11712,0,0,0,90,2396311,26625.67777777778,57,10509,184.3684210526316,0,0,0,47,705,15,119,2335395,19625.168067226892,0,0,0,0,0,0,0,0,0,0,0,0,11,23400,2127.2727272727275,0,0,0,0,0,0,0,0,0,,,3573,F,1972-02-09,Mlada Boleslav
2960,1994-09-20,monthly,Prachatice,1,,,,,,,,23700,15,48961,1100,0,0,0,57,759093,13317.421052631578,51,6397,125.43137254901961,46,408664,8884,46,690,15,72,320200,4447.222222222223,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,8884,3574,F,1946-02-17,Prachatice
2961,1996-07-12,monthly,Nymburk,1,,,,,,,,11250,15,33899,400,0,0,0,1,400,400,25,2590,103.6,25,15150,606,24,360,15,32,74990,2343.4375,0,0,0,0,0,0,24,25320,1055,29,145348,5012,0,0,0,0,0,0,0,0,0,0,0,0,2,830.5,3575,F,1937-10-12,Nymburk
2962,1993-05-30,monthly,Hl.m. Praha,1,,1994-12-21,31248,2604,12,expired,FALSE,64100,15,156950,1000,0,0,0,98,2424817,24743.030612244896,66,14775,223.86363636363637,0,0,0,60,900,15,186,2374635,12766.854838709678,12,31260,2605,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2604.5,3576,F,1939-03-15,Hl.m. Praha
2963,1996-12-09,monthly,Tachov,1,,,,,,,,14700,15,60491,1000,0,0,0,26,417680,16064.615384615385,25,5047,201.88,20,102020,5101,20,300,15,33,259700,7869.69696969697,0,0,0,0,0,0,0,0,0,0,0,0,2,2700,1350,0,0,0,0,0,0,0,0,0,1,5101,3577,F,1942-12-15,Tachov
2964,1997-01-09,monthly,Olomouc,2,,,,,,,,10800,15,28637,300,0,0,0,1,300,300,24,1885,78.54166666666667,19,43814,2306,19,285,15,13,37830,2910,0,0,0,0,0,0,0,0,0,24,105552,4398,0,0,0,0,0,0,0,0,0,0,0,0,1,2306,3578,M,1927-10-20,Olomouc
2965,1995-10-10,monthly,Kutna Hora,1,,,,,,,,12000,15,34849,900,0,0,0,1,900,900,34,3073,90.38235294117646,34,90032,2648,33,495,15,35,101210,2891.714285714286,0,0,0,0,0,0,0,0,0,38,213446,5617,0,0,0,0,0,0,0,0,0,0,0,0,1,2648,3580,F,1929-04-27,Kutna Hora
2966,1997-03-27,monthly,Decin,1,,,,,,,,63100,15,130528,1100,0,0,0,42,906055,21572.738095238095,22,5385,244.77272727272728,19,86640,4560,18,270,15,39,730497,18730.69230769231,0,0,0,0,0,0,0,0,0,0,0,0,5,16300,3260,0,0,0,0,0,0,0,0,0,1,4560,3581,M,1967-12-23,Decin
2967,1996-11-13,monthly,Louny,1,,,,,,,,13300,15,50081,400,0,0,0,28,385920,13782.857142857143,25,2562,102.48,21,55986,2666,20,300,15,33,197000,5969.69696969697,0,0,0,20,89780,4489,21,21882,1042,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,2732.3333333333335,3582,M,1955-02-17,Louny
2968,1995-02-05,monthly,Cesky Krumlov,2,,,,,,,,56400,15,107797,1100,47,1812948,38573.36170212766,1,1100,1100,47,10547,224.40425531914894,43,59942,1394,42,630,15,84,1620727,19294.369047619046,0,0,0,0,0,0,43,98212,2284,0,0,0,2,4800,2400,0,0,0,0,0,0,0,0,0,2,1839,3583,F,1942-09-09,Cesky Krumlov
2969,1995-05-26,monthly,Rokycany,1,,,,,,,,3700,300,38600,300,0,0,0,28,60900,2175,0,0,0,0,0,0,0,0,0,15,23200,1546.6666666666667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,3585,F,1968-10-02,Rokycany
2970,1993-01-22,monthly,Prostejov,2,,,,,,,,26400,15,52614,400,0,0,0,73,753466,10321.452054794521,70,8940,127.71428571428571,0,0,0,66,990,15,89,717260,8059.101123595506,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,3586,M,1943-04-11,Prostejov
2972,1993-11-23,monthly,Pribram,1,,,,,,,,68700,15,162756,500,0,0,0,80,2300452,28755.65,60,15154,252.56666666666666,0,0,0,47,705,15,123,2189513,17800.91869918699,0,0,0,0,0,0,0,0,0,0,0,0,17,49400,2905.8823529411766,0,0,0,0,0,0,0,0,0,1,3554.8,,,,
2973,1996-08-15,monthly,Cheb,1,,,,,,,,19500,15,58034,500,0,0,0,30,502957,16765.233333333334,28,4867,173.82142857142858,23,100579,4373,23,345,15,36,322800,8966.666666666666,0,0,0,0,0,0,23,4876,212,0,0,0,12,21200,1766.6666666666667,0,0,0,0,0,0,0,0,0,2,2292.5,3590,F,1976-09-23,Cheb
2974,1993-03-13,monthly,Nymburk,2,,,,,,,,13850,15,54302,1100,0,0,0,1,1100,1100,65,10470,161.07692307692307,64,98944,1546,64,960,15,83,248060,2988.6746987951806,0,0,0,0,0,0,0,0,0,69,385158,5582,0,0,0,0,0,0,0,0,0,0,0,0,1,1546,,,,
2976,1996-08-19,monthly,Rakovnik,1,,,,,,,,18880,15,64055,800,0,0,0,31,515180,16618.709677419356,28,3676,131.28571428571428,24,203352,8473,23,345,15,55,284000,5163.636363636364,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,8473,3594,F,1961-05-07,Rakovnik
2977,1996-06-20,monthly,Plzen - sever,1,,,,,,,,57400,15,134018,1100,30,1244685,41489.5,3,8500,2833.3333333333335,30,7474,249.13333333333333,26,79430,3055,25,375,15,69,1100519,15949.550724637682,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2391,3595,M,1965-01-01,Plzen - sever
2978,1995-01-06,monthly,Ostrava - mesto,1,,,,,,,,15100,15,35058,600,0,0,0,70,302384,4319.771428571428,48,3521,73.35416666666667,44,141328,3212,43,645,15,55,151400,2752.7272727272725,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3212,3596,M,1975-03-22,Ostrava - mesto
2979,1997-11-22,monthly,Praha - vychod,1,,,,,,,,6900,15,24196,700,0,0,0,1,700,700,11,705,64.0909090909091,8,27952,3494,8,120,15,10,22840,2284,0,0,0,0,0,0,0,0,0,13,68133,5241,0,0,0,0,0,0,0,0,0,0,0,0,1,3494,3597,F,1933-08-17,Praha - vychod
2980,1993-12-09,monthly,Zdar nad Sazavou,2,,,,,,,,5100,15,28624,1000,0,0,0,1,1000,1000,56,4197,74.94642857142857,56,185696,3316,55,825,15,65,99660,1533.2307692307693,0,0,0,0,0,0,0,0,0,60,298440,4974,0,0,0,0,0,0,0,0,0,0,0,0,1,3316,3598,M,1923-09-11,Zdar nad Sazavou
2981,1997-01-11,monthly,Nachod,1,,,,,,,,5300,15,25987,600,24,72792,3033,8,20500,2562.5,24,1756,73.16666666666667,19,38418,2022,19,285,15,30,43200,1440,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2022,3600,F,1943-07-26,Nachod
2982,1996-06-04,monthly,Prachatice,2,,1998-04-17,41256,3438,12,current,FALSE,63700,15,138939,900,31,1657568,53469.93548387097,5,20200,4040,31,9139,294.80645161290323,27,219861,8143,26,390,15,84,1300682,15484.309523809523,8,27504,3438,27,6102,226,53,5026,94.83018867924528,0,0,0,11,57400,5218.181818181818,0,0,0,0,0,0,0,0,0,5,2398.8,3601,M,1938-08-03,Prachatice
2983,1996-07-25,monthly,Havlickuv Brod,1,,,,,,,,28200,15,51668,1000,0,0,0,39,214736,5506.051282051282,29,4079,140.6551724137931,0,0,0,24,360,15,46,168500,3663.0434782608695,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,3603,M,1954-06-13,Havlickuv Brod
2985,1993-04-06,monthly,Novy Jicin,1,,,,,,,,5800,15,40601,400,0,0,0,1,400,400,69,7349,106.5072463768116,64,135232,2113,64,960,15,87,162430,1867.0114942528735,0,0,0,0,0,0,0,0,0,69,311811,4519,0,0,0,0,0,0,0,0,0,0,0,0,1,2113,3605,M,1934-07-24,Novy Jicin
2986,1996-04-09,monthly,Vyskov,1,,1997-12-06,24792,1033,24,current,FALSE,47360,15,91488,500,0,0,0,33,820518,24864.18181818182,32,6803,212.59375,28,92428,3301,27,405,15,62,581540,9379.677419354839,13,13429,1033,0,0,0,28,38920,1390,0,0,0,11,15300,1390.909090909091,0,0,0,0,0,0,0,0,0,3,1908,3606,M,1958-06-06,Vyskov
2987,1993-09-16,monthly,Pisek,1,,,,,,,,31200,15,83115,700,0,0,0,64,1613812,25215.8125,63,11105,176.26984126984127,59,328571,5569,58,870,15,115,1221840,10624.695652173914,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,5569,3607,F,1946-07-29,Pisek
2989,1993-11-28,monthly,Kladno,1,,,,,,,,11600,15,35126,600,0,0,0,1,600,600,58,5397,93.05172413793103,56,190120,3395,56,840,15,51,97360,1909.0196078431372,0,0,0,0,0,0,0,0,0,61,310673,5093,0,0,0,0,0,0,0,0,0,0,0,0,1,3395,,,,
2990,1996-09-16,monthly,Sokolov,1,,,,,,,,17900,15,56133,900,0,0,0,43,181528,4221.581395348837,27,3807,141,23,506,22,22,330,15,22,70000,3181.818181818182,0,0,0,0,0,0,23,62192,2704,0,0,0,7,9600,1371.4285714285713,0,0,0,0,0,0,0,0,0,2,1363,3611,F,1972-05-27,Sokolov
2991,1993-05-22,monthly,Prachatice,2,,,,,,,,47000,7,84029,600,0,0,0,68,1632880,24012.941176470587,67,9695,144.70149253731344,63,580860,9220,62,930,15,76,985620,12968.684210526315,0,0,0,63,441,7,126,14364,114,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,2363.75,3612,F,1962-09-04,Prachatice
2992,1997-07-11,monthly,Hradec Kralove,1,,,,,,,,10240,15,54794,900,0,0,0,21,221067,10527,17,2229,131.11764705882354,13,70148,5396,12,180,15,28,108540,3876.4285714285716,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,5396,3614,F,1971-10-09,Hradec Kralove
2994,1996-05-03,monthly,Vsetin,1,,1996-09-14,48744,1354,36,current,FALSE,20500,15,75877,900,0,0,0,35,676918,19340.514285714286,32,6377,199.28125,28,90076,3217,27,405,15,51,495140,9708.627450980392,27,36558,1354,0,0,0,0,0,0,0,0,0,12,22700,1891.6666666666667,0,0,0,0,0,0,0,0,0,2,2285.5,3616,F,1964-04-14,Vsetin
2995,1996-12-14,monthly,Trutnov,1,,,,,,,,50600,2,108137,-5285,0,0,0,21,239326,11396.47619047619,24,2854,118.91666666666667,0,0,0,7,105,15,13,137800,10600,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,109500,13687.5,3,62,20.666666666666668,0,0,0,,,3617,F,1954-11-30,Trutnov
2996,1994-05-17,monthly,Brno - mesto,1,,,,,,,,23500,15,71605,400,0,0,0,65,832120,12801.846153846154,55,10084,183.34545454545454,50,364100,7282,50,750,15,92,385800,4193.478260869565,0,0,0,51,5049,99,101,21252,210.41584158415841,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,1949.5,3618,M,1953-02-21,Brno - mesto
2997,1997-09-09,monthly,Teplice,1,,,,,,,,4000,15,31970,1100,16,47488,2968,10,27400,2740,16,1555,97.1875,11,21758,1978,11,165,15,19,25890,1362.6315789473683,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1978,3619,M,1955-08-09,Teplice
2998,1997-11-09,monthly,Tabor,1,,,,,,,,29700,3,66690,300,0,0,0,16,346887,21680.4375,14,2864,204.57142857142858,10,31700,3170,9,135,15,14,266580,19041.428571428572,0,0,0,10,30,3,9,252,28,0,0,0,1,3700,3700,0,0,0,0,0,0,0,0,0,3,1067,3620,M,1937-09-14,Tabor
